id,text
362,"The system shall provide the ability to document, in structured fields, target ranges for lab results customized to the patient for the following lab values: 1) INR 2) Total Cholesterol 3) LDL 4) HDL 5) Triglycerides 6) HbA1c"
363,The system shall provide the ability to export the final report of studies/procedures stored in the EHR.
364,The system shall provide the ability to graphically display ejection fraction results from multiple studies/procedures in one view (simultaneously)
365,The system shall provide the ability to import (and/or directly enter) the final report of studies/procedures from systems external to the EHR.
366,The system shall provide the ability to include vital sign measurements collected outside a patient encounter in trend worksheets
367,The system shall provide the ability to indicate when the patient is outside their custom target range for any lab values for which a custom target can be set.
368,The system shall provide the ability to link data regarding a device implanted (captured in CV 06.05) to the implantation procedure and display both sets of data in surgical summaries and reports.
369,The system shall provide the ability to link procedure data with patient diagnosis.
370,"The system shall provide the ability to retrieve and display ejection fraction results from multiple studies/procedures in one view (simultaneously), inclusive of EF (quantitative or qualitative), date and modality."
371,The system shall provide the ability to search for a particular study/procedure for a given patient based on date or name of study/procedure
372,The system will assess whether a patient has met  Appropriateness Criteria for imaging procedures and will complete Appropriateness Criteria check sheet materials.
373,The system will provide context-specific guidance in clinical decision-making based on well-established standards of care.
374,The system will provide secure remote access to patient data without the need to pre-load an application.
375,"The system will provide the ability to emergently and immediately transmit (email or fax) specific patient data, reports, and accurate, non-distorted images to alternate providers/facilities."
376,"Growth chart data (weight, length or height, head circumference and body mass index) should be able to be graphed against disease specific curves."
377,The system shall allow ordering of blood products in units appropriate to pediatric care.
378,"The system shall be able to express age in hours and minutes for the first 4 days of life, in days for the first 28 days, in weeks for the first three months of life, and in months until age 2. Year expressions of age should permit a decimal place for expressing part of years (i.e. 2.5 years old)."
379,The system shall be able to produce an adverse-event report ( VAERS (Vaccine Adverse Event Reporting System)  linked to the problem immunization episode.
380,"The system shall capture names and addresses for patient?s personal representatives and if applicable, indicate at a minimum, the patient?s primary and secondary residence, and serve as a locator indicator for the patient?s contacts."
381,"The system shall capture patient growth parameters: including weight, height or length, head circumference and vital signs including:  blood pressure, temperature, heart rate, respiratory rate, and severity of pain as discrete elements of structured data."
382,"The system shall capture the breast milk aliquot identifying data, amount, route, expiration date and date/time of administration."
383,"The system shall display growth charts.  Growth data (weight, length or height, head circumference and body mass index) should be graphed against normal data."
384,The system shall include the ability to use age-specific and/or height-specific normative data for a vital sign(s).
385,The system shall present information necessary to correctly identify and match the patient and the mother or donor to the breast milk.
386,"The system shall provide disease management, care plans, guidelines and protocols as indicated by the  vital signs."
387,The system shall provide notifications of variances and be able to report on normative and variant data.
388,"The system shall provide the ability to document the date, time and lack of assent or consent in emergency treatment when a legal guardian is not available or present."
389,"The system shall provide the ability to document the patient?s personal representative?s (e.g. guardian, surrogate, financial guarantor) varying levels of authorization or consent to make decisions on behalf of the patient, and the date and time."
390,The system shall provide the ability to indicate that a patient's gender is unknown.
391,"The system shall provide the ability to inform the clinician of recommended required immunizations, and when they are due, based on patient risk factors and other criteria as identified in widely accepted immunization schedules and recommendations."
392,"The system shall provide the ability to override a mask (masking parts of the EHR) in emergency or other specific situations according to scope of practice, organizational policy or jurisdictional law. Such overrides may require different levels of author"
393,"The system shall provide the ability to update the reference immunization schedule, guidelines and analysis-of-needs mechanism (based on immunizations missing or due next) on demand for reasons including but not limited to updates to external guidelines. Note: The provider can update the immunization schedule as new vaccines are added and that the documentation grid can be updated and the analysis of missing or due immunizations can then update."
394,The system shall track all vital signs over time including those outside the norm.
395,"The system shall provide the ability to finalize a note, i.e., change the status of the note from in progress to complete so that any subsequent changes are recorded as such, while retaining the original with the date/time/author."
396,"The system shall record and display the identity of the user who addended or corrected a note, as well as other attributes of the addenda or correction, such as the date and time of the change."
397,The system shall provide a means to notify admitting office personnel that an ED patient requires hospital admission.
398,"Allergy information must either be coded as searchable structured data, or unstructured data subjected to an automatic text search, parser engine."
399,For systems that provide?access to PHI through a web browser interface (i.e. HTML over HTTP) shall include the?capability to?encrypt the data communicated over the network?via SSL (HTML over HTTPS).?Note: Web browser interfaces are often used beyond the perimeter of the protected enterprise network
400,"If role-based access control (RBAC) is supported, the system must be capable of operating within an RBAC infrastructure conforming to ANSI INCITS 359-2004, American National Standard for Information Technology ? Role Based Access Control."
401,"If role-based access control (RBAC) is supported, the system shall be able to provide role based access control that is in compliance with the HL7 Permissions Catalog."
402,If the maximum daily doses are known then the system shall apply the maximum dose per day in dosing decision support.
403,"If the system archives health record information, clinicians should have the ability to retrieve archived information."
404,If the system claims to be available 24x7 then the system shall have ability to run a backup concurrently with the operation of the application.
405,"If the system includes hardware, the system shall include documentation that covers the expected physical environment necessary for proper secure and reliable operation of the system including: electrical, HVAC, sterilization, and work area."
406,"The software used to install and update the system, independent of the mode or method of conveyance, shall be certified free of malevolent software (malware).  Vendor may self-certify compliance with this standard through procedures that make use of commercial malware scanning software."
407,"The system must be able to associate permissions with a user using one or more of the following access controls: 1) user-based (access rights assigned to each user) 2) role-based (users are grouped and access rights assigned to these groups) or 3) context-based (role-based with additional access rights assigned or restricted based on the context of the transaction such as time-of-day, workstation-location, emergency-mode, etc.)"
408,"The system restore functionality shall result in a fully operational and secure state.  This state shall include the restoration of the application data, security credentials, and log/audit files to their previous state."
409,"The system shall (will) provide the ability to save a note in progress prior to finalizing the note, and shall retain the author, date, time of both the saved note and the final note"
410,"The system shall allow an authorized administrator to enable or disable auditing for events or groups of related events to properly collect evidence of compliance with implementation-specific policies.  Note: In response to a HIPAA-mandated risk analysis and management, there will be a variety of implementation-specific organizational policies and operational limits."
411,"The system shall authenticate the user before any access to Protected Resources (e.g. PHI) is allowed, including when not connected to a network e.g. mobile devices."
412,The system shall be able to communicate identity information across domains and web services using  standards based user authentication and access control.
413,"The system shall be able to detect security-relevant events that it mediates and generate audit records for them. At a minimum the events shall include: start/stop, user login/logout, session timeout, account lockout, patient record created/viewed/updated/deleted, scheduling, query, order, node-authentication failure, signature created/validated, PHI export (e.g. print), PHI import, and security administration events.? Note: The system is only responsible for auditing security events that it mediates. A mediated event is an event that the system has some active role in allowing or causing to happen or has opportunity to detect. The system is not expected to create audit logs entries for security events that it does not mediate."
414,"The system shall be able to generate a backup copy of the application data, security credentials, and log/audit files."
415,"The system shall be able to produce an adverse-event report linked to the problem immunization episode for submission to the CDC and shall record the report, date/time of the adverse event and of the report, and name and legal status of the submitter as a permanent part of the patient record"
416,The system shall be able to support the standards identified and recommended by the Health Information Technology Standards Panel (HITSP) on its HITSP-TP20 Ver 1.0.1 document
417,"The system shall be able to support time synchronization using NTP/SNTP, and use this synchronized time in all security records of time."
418,The system shall be capable of printing or exporting user-generated reports.
419,"The system shall be configurable to prevent corruption or loss of data already accepted into the system in the event of a system failure (e.g. integrating with a UPS, etc.)."
420,The system shall capture and display the time of ED disposition.
421,"The system shall capture demographic information as part of the patient record. Demographic information, at a minimum, should include: patient name, date of birth, gender, internal patient ID number and account number."
422,The system shall capture ED disposition.
423,The system shall capture names and addresses for patient?s personal representatives and serve as a locator indicator for the patient?s contacts.
424,The system shall capture one or more ED Diagnoses.
425,The system shall capture the admitting inpatient practitioner name and specialty.
426,"The system shall capture the patient?s primary and secondary residence, if applicable, and serve as a locator indicator for the patient?s contacts."
427,The system shall capture the time of ED departure.
428,The system shall capture user and date stamp for all prescription related events.
429,"The system shall check and report allergies, drug-drug interactions, and other potential adverse reactions, when new medications are ordered."
430,The system shall check for and alert providers to interactions between prescribed drugs and medications on the current medication list.
431,"The system shall compute drug doses, based on appropriate dosage ranges, using the patient?s body surface area and ideal body weight."
432,The system shall display and report patient-specific medication lists.
433,The system shall display laboratory results that are pending at time of patient discharge.
434,The system shall display radiologic results that are pending at time of patient discharge.
435,The system shall display reports of diagnostic studies (both wet-read and final) reported during the ED visit.
436,"The system shall display, upon request, lab results received through an electronic interface."
437,The system shall enforce a limit of (configurable) consecutive invalid access attempts by a user.
438,"The system shall protect against further, possibly malicious, user authentication attempts using an appropriate mechanism (e.g. locks the account/node until released by an administrator, locks the account/node for a configurable time period, or delays the next login prompt according to a configurable delay algorithm)."
439,"The system shall enforce the most restrictive set of rights/privileges or accesses needed by users/groups (e.g. System Administration, Clerical, Nurse, Doctor, etc.), or processes acting on behalf of users, for the performance of specified tasks."
440,"The system shall have the ability to format for export recorded time stamps using UTC based on ISO 8601.? Example: 1994-11-05T08:15:30-05:00 corresponds to November 5, 1994, 8:15:30 am, US Eastern Standard Time."
441,"The system shall include documentation available to the customer stating whether or not there are known issues or conflicts with security services  in at least the following service areas:  antivirus, intrusion detection, malware eradication, host-based firewall and the resolution of that conflict (e.g. most  systems should note that full virus scanning should be done outside of peak usage times and should exclude the databases.)."
442,"The system shall include documentation available to the customer that provides guidelines for configuration and use of the EHR security controls necessary to support secure and reliable operation of the system, including but not limited to: creation, modification, and deactivation of user accounts, management of roles, reset of passwords, configuration of password constraints, and audit logs."
443,"The system shall include documentation of product capacities (e.g. number of users, number of transactions per second, number of records, network load, etc.) and the baseline representative configurations assumed for these capacities (e.g. number or type of processors, server/workstation configuration and network capacity, etc)."
444,The system shall include documentation of the minimal privileges necessary for each service and protocol necessary to provide EHR functionality and/or serviceability.
445,"The system shall include documentation that describes the patch (hot-fix) handling process the vendor will use for EHR, operating system and underlying tools (e.g. a specific web site for notification of new patches, an approved patch list, special instructions for installation, and post-installation test)."
446,The system shall include documentation that describes the steps needed to confirm that the system installation was properly completed and that the system is operational.
447,"The system shall include documentation that explains system error or performance messages to users and administrators, with the actions required."
448,"The system shall include documentation that itemizes the services (e.g. PHP, web services) and network protocols/ports (e.g. HL-7,  HTTP, FTP)  that are necessary for proper operation and servicing of the system, including justification of the need for that service and protocol. This information may be used by the healthcare facility to properly configure their network defenses (firewalls and routers)."
449,"The system shall include documented procedures for product installation, start-up and/or connection."
450,"The system shall present a set of patient identifying information at each interaction with the patient record, including, at a minimum, patient name, medical record number, gender and date of birth."
451,The system shall present recommendations for potential referrals based on diagnoses.
452,The system shall present recommendations for potential referrals based on patient condition (e.g. for smoking cessation counseling if the patient is prescribed a medication to support cessation).
453,The system shall present the current medication lists associated with a patient.
454,The system shall present the medication prescribe date and medication ordering dates when known.
455,The system shall preserve incomplete note version at user log-out events or at elapsed time intervals configurable by the system administrator
456,"The system shall prohibit all users read access to the audit records, except those users that have been granted explicit read-access.  The system shall protect the stored audit records from unauthorized deletion. The system shall prevent modifications to the audit records."
457,The system shall provide a means to capture a Triage Acuity Rating for the patient.
458,The system shall provide a means to capture data from the hospital ADT system.
459,The system shall provide a means to capture the initially communicated Chief Complaint and any other reasons for the Emergency Department visit.
460,"The system shall provide a means to create and print legal transfer documentation which, at a minimum meet the requirements of the Emergency Medical Treatment and Active Labor Act."
461,The system shall provide a means to create outpatient prescriptions for durable items and equipment that require prescriptions.
462,The system shall provide a means to create outpatient prescriptions with detail adequate for correct filling and administration.
463,The system shall provide a means to document a description of a medication and medication purpose when the medication name is unknown
464,"The system shall provide a means to document that a medication history is unavailable, including date, time and user documenting."
465,The system shall provide a means to edit discharge instructions for a particular patient.
466,The system shall provide a means to flag patients requiring follow-up after disposition from the ED.
467,The system SHALL provide a means to generate work or school excuse forms and other custom forms required by the patient.
468,The system shall provide a means to link and reconcile demographic records of the current visit with available pre-existing medical records.
469,The system shall provide a means to manage discharge instructions.
470,The system shall provide a means to order combination drugs or compounds (i.e. magic mouthwash).
471,The system shall provide a means to record laboratory test interpretations by the emergency physician.
472,The system shall provide a mechanism for the management of documentation of clinical follow-up (as may be required) for discharged patients.
473,"The system shall provide a summary of the ED visit including but not limited to arrival time, responsible provider, chief complaint, acuity assignment, diagnosis, disposition (discharged, admitted, transferred), time of disposition, diagnostic studies done, treatments and medications given, discharge and follow-up instructions."
474,The system shall provide an alert to the ordering and/or an on duty physician when laboratory results are available that were pending at the time of patient discharge.
475,The system shall provide an alert to the ordering physician when radiologic results are available that were pending at the time of patient discharge.
476,The system shall provide an ED visit summary in printed and electronic formats according to accepted standards for transfer to other EHR systems.
477,The system shall provide authorized administrators with the capability to read all audit information from the audit records in one of the following two ways:  1) The system shall provide the audit records in a manner suitable for the user to interpret the information.  The system shall provide the capability to generate reports based on ranges of system date and time that audit records were collected. .... 2) The system shall be able to export logs into text format in such a manner as to allow correlation based on time (e.g. UTC synchronization).
478,The system shall provide end-users the ability to browse or search for medications by therapeutic class when ordering a medication.
479,The system SHALL provide end-users the ability to search for medications by generic or brand name.
480,The system shall provide only limited feedback information to the user during the authentication.
481,The system shall provide the ability for authorized administrators to assign restrictions or privileges to users/groups.
482,The system shall provide the ability for each facility to establish and modify basic decision support rules to alert ED team members of completion of patient tasks or results.
483,The system shall provide the ability for members of the medical team to manage and view patients in their assigned care.
484,The system shall provide the ability for the creation of ad hoc beds and the management of patients in these temporary beds.
485,The system shall provide the ability for the provider to override a drug dosage warning.
486,"The system shall provide the ability to access demographic information needed for clinician ordering, verification and medication administration."
487,"The system shall provide the ability to access demographic information such as name, date of birth, gender, and an emergency contact needed for patient care functions."
488,"The system shall provide the ability to access, view and print patient data from previous admissions by document type and reason for access."
489,"The system shall provide the ability to addend and/or correct notes that have been finalized, and shall retain all original documentation.  Nothing is deleted, and is all retained in audit trails and metadata."
490,The system shall provide the ability to automatically alert the provider to missing or invalid data required to compute a dose (e.g. dose type).
491,The system shall provide the ability to capture and display the date on which allergy information was entered.
492,"The system shall provide the ability to capture and maintain, as discrete data, the reason for inactivating or removing an item from the allergy and adverse reaction list."
493,The system shall provide the ability to capture medications not reported on existing medication lists or medication histories.
494,The system shall provide the ability to capture non-drug agents to which the patient has had an allergic or adverse reaction.
495,The system shall provide the ability to capture patient specific medication lists.
496,"The system shall provide the ability to capture the details of the medication such as ordering date, dose, route, and SIG (description of the prescription, such as the quantity) when known."
497,"The system shall provide the ability to capture true allergy, intolerance, and adverse reaction to drug, dietary or environmental triggers as unique, discrete entries."
498,"The system shall provide the ability to capture, maintain and display, as discrete data, free text comments associated with the problem / diagnosis."
499,"The system shall provide the ability to date, time, and document an assent for patients legally unable to consent, including the witness."
500,The system shall provide the ability to display all current patients as well as empty rooms or patient care spaces.
501,The system shall provide the ability to display an alert when a patient status has exceeded a system-defined time frame.
502,"The system shall provide the ability to display and manage (assign, remove and modify) the assignments of medical teams and/or individual team members to patients."
503,The system shall provide the ability to display and manage a log of providers including when and who cared for the patient in the emergency department.
504,The system shall provide the ability to display diagnostic results filter results for a unique patient's current Emergency department visit.
505,The system shall provide the ability to display patients waiting to be registered.
506,The system shall provide the ability to display patients waiting to be triaged.
507,The system shall provide the ability to display the number of patients that have been admitted to the hospital but still remain in the Emergency Department.
508,The system shall provide the ability to display the patients that have been admitted to the hospital but still remain in the Emergency Department.
509,The system shall provide the ability to display waiting time for patients not yet brought to the treatment area.
510,"The system shall provide the ability to document a verbal order, including the clinician taking (receiving) the verbal order and the ordering physician in the patient record."
511,The system shall provide the ability to document in the patient chart any actions taken related to test results received on a discharged patient.
512,"The system shall provide the ability to document the date, time and lack of assent or consent in emergency treatment when a patient is incapacitated or a legal guardian is not available or present."
513,"The system shall provide the ability to document the identity and contact information of the follow-up provider, the provider type, and intended date and time of follow-up if known."
514,"The system shall provide the ability to document the patient?s personal representative?s (e.g. guardian, surrogate, financial guarantor) varying levels of authorization or consent to make decisions on behalf of the patient, and the date and time of the duration that the guarantor's representation is in effect."
515,"The system shall provide the ability to document the referral provider and facility, including address and phone number, for patients discharged from the ED"
516,"The system shall provide the ability to enter all current medications including over-the-counter and complementary medications such as vitamins, herbs and supplements."
517,"The system shall provide the ability to exclude a medication from the current medication list (e.g. marked inactive, erroneous, completed, discontinued) and document reason for such action."
518,The system shall provide the ability to explicitly indicate that a patient has no known drug allergies or adverse reactions.
519,"The system shall provide the ability to generate instructions pertinent to the patient's specific problem, diagnosis, or procedures performed."
520,The system shall provide the ability to generate reports of structured clinical and administrative data using either internal or external reporting tools.
521,The system shall provide the ability to generate summary reports based upon data contained within the system.
522,"The system shall provide the ability to identify the current physical location of any patient during their entire visit to the ED, including the date and time the patient entered that location."
523,"The system shall provide the ability to identify the full content of a modified note, both the original content and the content resulting after any changes, corrections, clarifications, addenda, etc. to a finalized note including date/time/author identity.."
524,"The system shall provide the ability to identify the full content of a modified note, both the original content and the content resulting after any changes, corrections, clarifications, addenda, etc. to a finalized note."
525,The system shall provide the ability to identify the identity of the cosigning  author of a note and record the date and time of original author and identify of signature.
526,"The system shall provide the ability to include , in the discharge summary, details on further care required such as follow up or return visits and the appropriate timing of further care."
527,The system shall provide the ability to include clinical and administrative data as part of the referral process report.
528,"The system shall provide the ability to include details on further care such as follow up, return visits and appropriate timing of further care."
529,The system shall provide the ability to include test and procedure results as part of the referral report.
530,The system shall provide the ability to indicate normal and abnormal results based on ranges provided from the original data source.
531,The system shall provide the ability to indicate that a patient's gender is unknown without any time limitations.
532,The system shall provide the ability to maintain a discrete list of orderable medications.
533,"The system shall provide the ability to manage a list of follow up physicians, offices, or clinics."
534,"The system shall provide the ability to manage and clearly display stage of care (status) (e.g. awaiting MD, admit, holding, waiting for nurse, waiting for consultant, on the way to OR, etc)."
535,The system shall provide the ability to manage and display multiple patients being simultaneously cared for in a single room or identified space.
536,"The system shall provide the ability to manage and display status (accomplished, pending, in progress) of clinical issues and events (diagnostic tests, therapeutic actions, findings, diagnosis, remaining unknowns, and other pertinent information and transactions) required for disposition of each patient."
537,"The system shall provide the ability to manage and display tasks (total, completed, remaining) required for disposition of each patient."
538,The system shall provide the ability to manage and display tasks remaining for each individual member of a medical team and/or each medical team.
539,"The system shall provide the ability to manage re-location of patients in the ED, and to display corrections to patient location."
540,The system shall provide the ability to modify or inactivate an item on the allergy and adverse reaction list.
541,The system SHALL provide the ability to order individual patient supplies associated with medication orders (such as insulin syringes).
542,The system shall provide the ability to organize and display team and individual member assignments.
543,"The system shall provide the ability to override a mask (masking parts of the EHR) in emergency or other specific situations according to scope of practice, organizational policy or jurisdictional law. Such overrides may require different levels of authority for example, access to child abuse photographs may require very high level authorization."
544,The system shall provide the ability to prescribe a medication despite alerts for interactions and/or allergies being present.
545,The system shall provide the ability to print a current medication list for patient use.
546,The system shall provide the ability to print a current medication list that includes patient reported home medications and prescriptions given at discharge for the purpose of medication reconciliation.
547,The system shall provide the ability to query for a patient by more than one form of identification.
548,The system shall provide the ability to record and display a patient?s temporary address and the start and end date/time for the temporary address.
549,The system shall provide the ability to record that instructions were given to the patient.
550,The system shall provide the ability to record the actual instructions given to the patient or reference the document(s) containing those instructions.
551,"The system shall provide the ability to record the facility, name and contact information of the physician accepting the patient transfer."
552,The system shall provide the ability to remove discrete patient identifiers from all reports containing data on multiple patients.
553,"The system shall provide the ability to retain data until otherwise purged, deleted, archived or otherwise deliberately removed."
554,"The system shall provide the ability to retrieve a medical record number from the hospital or other ADT system, before additional identifying data is known."
555,"The system shall provide the ability to send alert messages to clinician through electronic devices, such as beepers, cellular phones or other displays."
556,"The system shall provide the ability to specify report parameters, based on patient demographic and/or clinical data, which would allow sorting and/or filtering of the data."
557,The system shall provide the ability to specify the type of allergic or adverse reaction.
558,The system shall provide the ability to update demographic data.
559,The system shall provide the ability to view available information on incoming transported patients and rescue in-bounds.
560,"The system shall provide the ability to view external (facility) bed capacity, OR capacity, and other dynamic functional entities of relevance to ED management."
561,The system shall provide the ability to view patient data from previous admissions.
562,"The system shall record and display the identity of the user who addended or corrected a note, as well as the reason for the change (amendment)."
563,The system shall record the identity of each user contributing to a note and will associate the identity of each to his/her entire contribution to all versions of the note (from intermediate and final versions of the note).
564,"The system shall record within each audit record the following information when it is available: (1) date and time of the event (2) the component of the system (e.g. software component, hardware component) where the event occurred (3) type of event (including: data description and patient identifier when relevant) (4) subject identity (e.g. user identity) and (5) the outcome (success or failure) of the event."
565,The system shall relate medication allergies to medications to facilitate allergy checking decision support for medication orders.
566,"The system shall send Current Listing of Allergies to outpatient documentation sources (e.g., Physicians office EMR), or RHIO/network"
567,"The system shall send Current Medication List and Discharge Medications (patient home medications and medications prescribed upon discharge)  to outpatient documentation sources (e.g., Physicians office EMR), or Health Information Exchange (HIE)/network"
568,The system shall store and retrieve demographic information as discrete data.
569,The system shall store lab result data elements received through an electronic interface in the patient record.
570,The system shall support case-insensitive usernames that contain typeable alpha-numeric characters in support of ISO-646/ECMA-6 (aka US ASCII).
571,"The system shall support ensuring the authenticity of remote nodes (mutual node authentication) when communicating Protected Health Information (PHI) over the Internet or other known open networks using an open protocol (e.g. TLS, SSL, IPSec, XML sig, S/MIME)."
572,The system shall support institution specific formularies.
573,"The system shall support integration with hospital systems to facilitate patient registration in the ED care process. The following information, at a minimum, should be retrievable from hospital information systems: patient name, date of birth and gender."
574,The system shall support logging to a common audit engine using the schema and transports specified in the Audit Log specification of IHE Audit Trails and Node Authentication (ATNA) Profile.
575,"The system shall support medical record entries that are dated, the author identified and when necessary according to law or regulation or hospital policy, authenticated, either by written signature, electronic signature or computer key"
576,"The system shall support protection of confidentiality of all Protected Health Information (PHI) delivered over the Internet or other known open networks via encryption using triple-DES (3DES) or the Advanced Encryption Standard (AES) and an open protocol such as TLS, SSL, IPSec, XML encryptions, or S/MIME or their successors."
577,"The system shall support protection of integrity of all Protected Health Information (PHI) delivered over the Internet or other known open networks via SHA1 hashing and an open protocol such as TLS, SSL, IPSec, XML digital signature, or S/MIME or their successors."
578,"The system shall support removal of a user?s privileges without deleting the user from the system.  The purpose of the criteria is to provide the ability to remove a user?s privileges, but maintain a history of the user in the system."
579,"The system shall support the reconstruction of user steps taken in the documentation of an encounter.  Audit functions shall include capture of multiple authors, successive authors altering prior authored information, interrupted documentation of incomplete notes and additions to or alterations of completed notes."
580,The system shall support two-factor authentication in alignment with NIST 800-63 Level 3 Authentication. Note: The standards in this area are still evolving.
581,The system shall track amendments for corrections made to a patient's chart when the original documentation was intended for a different patient without disclosing the identify of the other patient.
582,The system shall track amendments for corrections made to the appropriate patient's document.
583,The system shall update the appropriate medication list with the prescribed medications.
584,"The system upon detection of inactivity of an interactive session shall prevent further viewing and access to the system by that session by terminating the session, or by initiating a session lock that remains in effect until the user reestablishes access using appropriate identification and authentication procedures. The inactivity timeout shall be configurable."
585,"The system, prior to a user login, shall display a (configurable) notice warning (e.g. The system should only be accessed by authorized users)."
586,"The system, when storing PHI on any device intended to be portable/removable (e.g. thumb-drives, CD-ROM, PDA, Notebook), shall support use of a standards based encrypted format using triple-DES (3DES), or the Advanced Encryption Standard (AES), or their successors."
587,"When passwords are used, the system shall allow an authenticated user to change their password consistent with password strength rules (SC 03.02)."
588,"When passwords are used, the system shall not display passwords while being entered."
589,"When passwords are used, the system shall prevent the reuse of passwords previously used within a specific (configurable) timeframe (i.e., within the last X days, etc. - e.g. last 180 days), or shall prevent the reuse of a certain (configurable) number of the most recently used passwords (e.g. last 5 passwords)."
590,"When passwords are used, the system shall provide an administrative function that resets passwords."
591,"When passwords are used, the system shall support case-sensitive passwords that contain typeable alpha-numeric characters in support of ISO-646/ECMA-6 (aka US ASCII)."
592,"When passwords are used, the system shall support password strength rules that allow for minimum number of characters, and inclusion of alpha-numeric complexity."
593,"When passwords are used, the system shall use either standards-based encryption, e.g., 3DES, AES, or standards-based hashing, e.g., SHA1 to store or transport passwords."
594,"When passwords are used, user accounts that have been reset by an administrator shall require the user to change the password at next successful logon."
595,"When the system uses HITSP TP13 (IHE XDS) as a Document Consumer, the system shall be able to use the TP13 Document Integrity option. This may be a configurable parameter or may be enabled at all times"
596,An HIE shall be able to correctly identify an entity that is served by another HIE.
597,An HIE shall be able to correctly identify an entity that it provides services to.
598,An HIE shall be able to provide another HIE with information to correctly identify an entity that it provides services to.
599,"b. The HIE has a framework in which the participating organization assumes liability for failures to (a) protect personal health information, and (b) properly identify PHI that is transmitted through the HIE"
600,Criteria will be developed based on HITSP 3.0 deliverables in 2008
601,"Every transaction that  requests or contains protected health information,  and  is imputed directly to a specific user shall contain an unambiguous ID of the user and any organization IDs that are necessary to ensure that the combination of the IDs identifies a unique user within an HIE"
602,"For every participating organization (a business entity that participates in the HIE) that provides or obtains protected health information enabled by the HIE, the HIE shall ensure that there is a unique ID  that identifies that organization.  (As specified in HITSP constructs, unique entity identification is done by locally unique identifier and a globally unique entity identifier, i.e., ISO OID)"
603,HIE shall be able to receive requests for data correction and forward them to the data owner
604,"HIE shall receive summary patient record query as documented in HITSP Transaction Package 13 Manage Sharing of Documents,  as updated in 2007 IHE XDS-b and IHE XCA."
605,"HIE shall request summary patient record data  as documented in HITSP Transaction Package 13 Manage Sharing of Documents,  as updated in 2007 IHE XDS-b and IHE XCA."
606,"HIE shall send summary patient record data to requestor  as documented in HITSP Transaction Package 13 Manage Sharing of Documents,  as updated in 2007 IHE XDS-b and IHE XCA."
607,HIEs shall be able to forward data to appropriate public health authority  (as specified in HITSP IS 02)
608,HIEs shall have a mechanism to identify records for public health reporting  (as specified in HITSP IS 02)
609,"HIEs shall obtain a unique identifier for the HIE.  (As specified in HITSP constructs, unique entity identification is done by locally unique identifier and a globally unique entity identifier, i.e., ISO OID)"
610,"IF transmitting, transporting, translating or mapping lab result terminology THEN the HIE SHALL have the ability to support SNOMED-CT VA Problem List Subset (FDA Structured Product Labeling Problem List Subset), SNOMED-CT Lab Test Findings Table, SNOMED-CT Organisms, Laboratory LOINC, UCUM, as documented in HITSP C35 Lab Result Terminology."
611,IF-11.03 The HIE shall perform the role of Document Consumer as specified in the HITSP C32 Document
612,Patient identities contained in transactions sent through the HIE must be defined in a way that  will not be ambiguous within the scope of the transaction.?
613,"S 5.2 The  HIE system shall be able to detect security-relevant events that it mediates and generate audit records for them. At a minimum the events shall include: start/stop, user login/logout, session timeout, account lockout, patient record created/viewed/updated/deleted, scheduling, query, order, node-authentication failure, signature created/validated, PHI export (e.g. print), PHI import, and security administration events.? Note: The system is only responsible for auditing security events that it mediates. A mediated event is an event that the system has some active role in allowing or causing to happen or has opportunity to detect. The system is not expected to create audit logs entries for security events that it does not mediate. This criteria is intended to apply to system administrative functions performed by the HIE."
614,"S 8.1 -- The HIE shall be able to support time synchronization using NTP/SNTP, and use this synchronized time in all security records of time."
615,"Security New  -- When interconnecting with other systems, the HIE shall support auditing and logging of activities that occur between the interconnected systems."
616,The HIE shall be able to filter Web content
617,The HIE shall be able to forward responses to legally authorized health agency or other authorized recipient  (as specified in HITSP IS 02 and IS 06)
618,"The HIE shall be able to pseudo-anonymize as defined in HITSP T24.  The pseudo identifier will be unique to the patient and the data source, i.e., it will not be unique to the patient"
619,The HIE shall be able to receive responses to queries for secondary use (as specified in HITSP IS 02 and IS 06)
620,The HIE shall be able to register patient preferences to participate or not participate in the HIE for uses other than  direct delivery of information in fulfillment of an order.   This criteria is not intended to prohibit HIEs from meeting any legal or regulatory requirements that an HIE may be subject to.    An HIE can meet this criteria by implementing these preferences centrally or by ensuring that the Edge systems implement these preferences.
621,The HIE shall be able to re-identify a pseudo-anonymized record upon request from an authorized authority and with appropriate controls
622,The HIE shall be able to respond to consumer electronic queries to retrieve copies of their electronic clinical records consistent with local law and policy
623,The HIE shall be able to send queries with selection rules  (as specified in HITSP IS 02 and IS 06)
624,The HIE shall be able to share its directory of entities with other HIEs
625,The HIE shall be able to utilize identity tokens
626,The HIE shall be capable of maintaining  records of de-activation and the basis for deactivation of a user or entity.
627,The HIE shall conduct internal and external scanning to identify system vulnerabilities to unauthorized access
628,The HIE shall conduct regular system audits
629,The HIE shall create an audit record of any password changes
630,"The HIE shall have a mechanism to notify the source of the query that no match was found.     (See HITSP specifications IS 01, 02, and 03 for PIX and PDQ)"
631,The HIE shall have in place anti virus protections consistent with the HIEs technical environment
632,"The HIE shall have protection against viruses, spyware, and other malicious intrusions that can originate with Web browsing"
633,The HIE shall have remote access controls
634,"The HIE SHALL have the ability to Access and view a medication history from a PHR using HITSP IS-03 CE-PHR Interoperability Specification HL7-ASTM CCD, IHE XDS/XCA"
